x,y,z,sx,sy,sz
37.08,23.72,-106.71,2093.4763,3188.0119,4067.2619
75.09,48.91,-150.63,6282.4863,6204.4725,8644.0139
30.36,11.37,-105.43,837.5820,923.4110,3892.1581
362.35,138.04,-508.65,33839.1126,15615.4038,42976.7744
43.30,14.96,-93.73,2797.3650,1686.1096,2439.7042
29.02,18.70,-100.27,605.0801,2454.8940,3291.9936
634.34,368.41,-780.35,60046.2964,38099.7890,68402.5884
30.88,12.42,-104.69,977.5442,1235.6460,3808.6562
229.58,70.27,-353.25,21116.7858,8688.7871,28230.4993
69.07,12.89,-158.94,5537.5968,1468.6276,9492.7780
54.48,30.68,-130.63,4119.8638,4118.7429,6630.5531
70.09,12.78,-154.72,5641.3517,1411.4730,9074.9872
428.68,148.64,-585.81,40133.6994,16732.4332,50348.5494
2340.97,923.70,-2831.25,222348.0232,93773.3173,263237.5325
285.39,93.39,-393.32,26470.2581,11029.6630,32041.1703
82.77,57.38,-155.77,7067.3413,7105.6388,9149.6762
339.61,103.53,-488.79,31608.6838,12192.4397,41158.3930
713.26,386.09,-829.59,67563.7905,39785.7374,73098.5987
1030.67,621.69,-1186.27,98018.4495,62750.6028,106576.7842
850.71,359.91,-1043.97,80466.6913,37606.0543,93681.2394
712.76,280.40,-914.05,67254.8587,29856.6021,81441.3276
91.56,24.04,-181.51,7805.8949,3332.6405,11714.7030
278.87,77.11,-410.59,25803.2586,9441.3165,33724.1217
755.68,494.30,-853.33,71798.6114,50135.2008,75071.3035
77.86,60.71,-159.67,6596.9476,7478.2502,9524.8104
29.72,14.68,-103.34,730.2199,1754.4895,3652.6765
45.63,16.95,-106.95,3082.2361,2123.4342,4091.9499
4109.70,1975.36,-4582.00,391753.5915,195999.3414,428091.5096
114.08,32.57,-214.83,10013.1961,4457.4625,14951.3692
77.92,15.14,-168.35,6431.6119,1946.0223,10426.6353
1075.37,543.58,-1202.40,102109.5100,55237.5241,108379.9709
661.94,396.08,-812.53,62713.4741,40794.7684,71410.3966
876.95,356.38,-1097.06,82924.2388,37361.3402,98762.2456
71.95,14.26,-160.30,5833.5298,1762.1207,9628.3683
340.22,103.32,-483.14,31669.2018,12154.7508,40620.5200
288.01,143.28,-350.58,26854.5413,15837.2057,27843.5280
197.54,59.29,-312.35,18050.9014,7502.3115,24322.2366
68.29,35.54,-146.96,5553.0431,4715.2289,8284.1230
1832.15,690.70,-2263.00,173802.3409,70834.4453,209463.7577
324.95,189.25,-411.93,30442.0733,20408.6431,33601.8313
435.38,126.74,-607.19,40713.5467,14618.9949,52449.9022
1076.15,413.67,-1352.97,101848.6482,43189.3208,123105.0938
44.31,26.01,-115.14,2987.8866,3504.0392,5003.3794
245.59,156.09,-318.76,22861.7257,17080.4642,24747.4199
36.65,20.74,-106.77,2011.4923,2767.0786,4068.9936
455.96,271.64,-567.13,42998.8045,28543.6160,48253.0009
75.45,15.23,-166.73,6186.3239,1967.4406,10264.5898
447.90,134.63,-629.88,41909.6911,15432.9180,54598.6739
29.95,18.34,-105.11,864.9849,2415.1628,3867.9899
47.40,11.68,-117.79,3252.5759,994.2115,5281.3892
4524.21,1661.64,-5572.20,430054.3648,167890.9615,523710.5187
123.07,32.55,-221.02,10878.7300,4449.5852,15555.7810
483.95,150.34,-660.78,45357.0576,16988.8284,57525.6214
81.39,47.55,-159.73,6896.1315,6070.0301,9546.3552
5184.44,2484.96,-5814.03,494179.8901,246127.8177,544467.8995
145.47,37.80,-247.12,13038.6959,5087.1624,18076.9647
81.14,15.12,-168.32,6752.0927,1926.6128,10425.8257
341.19,199.67,-424.49,32003.1329,21420.6318,34783.5118
459.74,263.38,-573.66,43337.3337,27759.4658,48900.2626
787.30,262.64,-1035.46,74244.4651,28322.5770,93108.1083
35.46,19.37,-108.31,1836.6472,2570.8726,4239.6203
406.27,230.41,-524.77,38208.0186,24548.5082,44296.5710
892.98,515.08,-1048.19,84789.6603,52418.7723,93652.0970
320.94,110.52,-462.24,29860.4475,12856.7495,38595.5927
2062.90,927.05,-2381.37,196151.6351,93382.4992,220190.7948
37.40,11.12,-93.43,2026.6044,601.8921,2373.2679
91.34,56.62,-168.01,7898.6306,7042.7752,10355.4740
41.23,25.36,-110.08,2624.4137,3408.6804,4449.2423
187.89,53.71,-301.61,17119.8344,6901.1711,23299.9065
1638.16,737.13,-1962.96,155598.0001,74831.3638,180608.1378
38.66,11.65,-96.72,2200.3292,859.9122,2831.3955
128.04,41.96,-221.64,11385.2174,5527.8971,15603.1320
55.61,29.80,-129.78,4233.9751,4004.1405,6545.1547
364.80,201.89,-394.03,34269.8502,21501.3241,31894.9445
425.83,217.16,-422.58,40093.7019,22937.4962,34619.0722
56.66,24.21,-135.54,4316.3443,3300.4620,7133.3243
90.10,41.62,-171.72,7726.2663,5431.5259,10735.2697
55.18,19.39,-125.52,4137.9584,2572.4368,6105.3214
40.17,14.34,-107.75,2416.6773,1654.2858,4173.4589
32.41,13.61,-106.26,1297.3774,1528.4903,3994.5329
39.56,20.38,-113.10,2386.9517,2728.8034,4774.2379
749.78,385.95,-558.54,71193.7015,38920.3885,47344.0668
56.30,36.90,-132.23,4339.7069,4856.0118,6794.1086
77.86,51.39,-152.59,6564.6330,6471.0922,8837.3303
41.81,17.56,-109.45,2640.4950,2258.5227,4370.8828
49.39,21.56,-112.19,3527.4989,2863.2872,4685.1397
140.81,69.60,-233.85,12685.0397,8477.5897,16736.4614
564.36,365.29,-628.60,53473.6411,37505.7500,53927.9766
538.33,260.91,-407.05,50903.7569,26887.1416,33116.9835
86.01,36.77,-166.09,7310.4223,4872.4930,10185.7430
57.38,23.48,-132.75,4388.4156,3187.8412,6850.5748
135.09,62.39,-224.76,12120.1948,7717.0121,15871.8259
45.22,12.71,-115.06,3010.3549,1288.8402,4985.9668
53.01,21.15,-131.40,3916.3556,2868.3587,6709.4159
32.04,13.20,-104.70,1223.7472,1424.9842,3813.0912
676.44,345.39,-550.03,64137.0865,35149.7029,46591.5048
741.63,387.79,-556.72,70419.8145,39105.3156,47157.0505
39.58,21.81,-112.70,2399.1879,2936.8736,4731.9696
85.31,59.55,-159.23,7322.4942,7338.6589,9488.9841
32.62,13.06,-106.98,1328.0341,1403.3058,4076.8677
83.06,34.94,-168.04,7013.7670,4673.4486,10377.0619
53.82,13.91,-107.15,3966.8862,1477.5097,4118.1555
248.55,101.34,-249.07,23048.7945,11490.7941,18215.5914
4044.14,2648.46,-4000.20,387025.3814,258698.2127,370419.4559
70.30,29.35,-154.39,5728.7758,3990.4252,9028.8699
564.55,282.30,-533.96,53367.1608,29260.9049,45148.3357
131.56,61.02,-222.88,11778.3843,7576.4569,15690.6506
58.77,14.79,-105.18,4495.5472,1631.8637,3897.7793
39.41,11.55,-105.11,2299.0892,900.4230,3864.3881
793.03,530.71,-867.38,75414.4025,53586.8444,76327.8749
39.37,24.57,-109.99,2392.8591,3309.7075,4437.0629
32.81,11.98,-103.73,1345.9189,1086.8059,3696.9468
180.28,47.03,-292.44,16379.4094,6169.5926,22431.5910
74.47,40.37,-151.96,6188.0155,5268.1627,8781.8632
85.77,17.02,-177.20,7213.7455,2287.5653,11298.3490
124.05,27.91,-231.34,10956.0046,3908.8132,16560.6150
127.74,38.23,-230.90,11341.8239,5134.2368,16501.8788
525.25,151.15,-727.49,49252.2299,17161.9903,63907.4761
130.20,37.42,-227.85,11577.3318,5025.2563,16210.7900
120.66,27.40,-229.38,10628.2684,3847.3416,16369.4803
34.11,16.61,-107.72,1611.9758,2119.6298,4167.3864
63.25,31.17,-140.27,5026.6848,4185.4413,7613.4514
84.78,17.33,-178.20,7116.9345,2348.9166,11394.9400
113.49,28.70,-212.45,9945.1517,3977.6453,14727.9180
348.75,220.20,-484.64,32737.5432,23561.5195,40462.3015
254.85,74.90,-382.98,23522.9280,9192.2502,31076.6837
111.34,32.97,-208.33,9751.2604,4493.2225,14320.7489
287.86,107.22,-405.53,26731.4434,12440.9232,33172.3114
172.88,40.88,-285.88,15658.0761,5484.4662,21810.4502
51.36,16.52,-136.64,3716.1280,2165.9140,7243.2027
69.94,35.26,-148.55,5717.2211,4683.1184,8444.3407
506.59,177.87,-700.10,47547.8380,19742.6665,61210.0716
72.24,42.90,-145.19,5977.0744,5535.7139,8105.9267
86.92,19.33,-179.80,7335.2853,2666.0933,11550.5824
30.97,18.66,-102.13,1089.8455,2449.0436,3519.1350
201.58,110.59,-291.16,18573.6738,12631.6371,22184.7028
45.57,26.69,-116.73,3133.8729,3593.9872,5175.6685
29.29,20.09,-103.83,725.6585,2684.4319,3720.9853
95.21,23.04,-151.95,8169.0205,3071.4768,8812.1117
37.20,10.38,-102.71,1997.4811,248.3039,3576.9341
266.16,76.10,-396.81,24596.8169,9327.4303,32401.9662
134.66,46.91,-227.19,12033.7464,6075.8331,16133.7995
59.67,27.82,-127.04,4646.5596,3733.6541,6267.0485
234.22,140.87,-321.71,21742.6055,15628.0156,25056.8576
67.99,13.13,-150.59,5430.7425,1482.2788,8661.7255
33.94,20.71,-106.75,1627.5727,2772.1846,4063.3791
29.06,12.99,-110.15,477.9631,1429.1066,4431.2203
59.02,27.50,-127.22,4577.8353,3694.5800,6284.9189
273.10,70.40,-411.80,25238.1327,8766.2361,33851.5765
37.71,24.25,-108.25,2180.6497,3264.0943,4241.3021
2269.53,889.50,-3008.52,215467.4141,91130.9388,280256.9843
29.54,15.71,-102.54,700.7886,1952.1193,3560.1936
51.50,28.91,-127.55,3795.6875,3897.0477,6313.1506
53.99,40.99,-132.85,4118.1703,5329.1670,6854.3385
70.62,43.54,-146.32,5818.4610,5614.9885,8216.8932
125.24,38.36,-221.60,11104.9413,5126.8996,15602.9577
162.07,50.63,-269.02,14656.4539,6537.2027,20165.9512
343.78,194.82,-451.72,32224.8572,21024.5976,37390.2435
38.33,22.91,-108.43,2249.4507,3079.2568,4260.4698
35.79,23.39,-105.94,1917.3396,3144.7108,3977.2189
347.77,106.76,-514.95,32379.8014,12568.9689,43649.8491
329.88,183.15,-436.54,30884.7460,19878.2875,35965.2416
341.20,199.30,-459.57,31985.5339,21485.3982,38124.8081
101.15,57.31,-176.66,8851.0885,7119.0479,11205.1131
287.14,177.25,-381.22,26833.7471,19232.8361,30679.4380
1380.72,412.80,-1783.78,130581.8075,43668.6153,164345.0072
139.32,34.57,-241.29,12441.4563,4709.5090,17518.0346
463.41,133.04,-638.46,43377.8817,15267.6107,55432.2076
36.34,21.92,-107.59,1980.5129,2942.7800,4163.3143
729.30,279.29,-947.94,68807.3708,29809.4732,84682.7927
47.18,25.83,-120.20,3308.9746,3489.9923,5543.5615
686.58,279.36,-872.05,64784.8626,29691.5894,77426.1601
50.24,34.35,-120.15,3688.6590,4534.5525,5544.8706
105.55,66.84,-180.22,9305.2322,8113.4148,11541.8336
35.74,18.80,-108.53,1871.0530,2480.7279,4263.6129
3371.56,1877.12,-3816.80,321644.1535,185780.0380,354860.1006
132.33,28.19,-234.31,11753.4305,3928.9990,16852.2737
964.46,1341.04,-3572.16,92101.0979,138281.5935,331519.0387
46.73,11.21,-98.48,3171.7131,592.7593,3067.3743
33.96,18.45,-107.01,1606.6323,2425.5560,4089.3110
105.94,33.93,-197.62,9234.9807,4587.7546,13277.5503
1521.00,690.00,-1773.54,144477.1566,70018.0990,162644.0918
980.22,564.27,-1086.40,93177.6893,57077.8807,97223.9638
1140.65,571.80,-1278.97,108361.3734,58045.8846,115663.6342
989.43,295.08,-1280.95,93402.4605,31719.4590,116533.0033
48.58,29.08,-120.25,3481.2331,3901.0278,5551.5648
4055.99,2008.16,-4601.00,386609.4054,199242.6215,429662.0856
1511.26,744.68,-1702.70,143742.8228,75095.2558,155778.5354
171.12,43.00,-286.35,15495.2350,5728.8417,21849.8095
120.56,36.39,-221.05,10648.4894,4911.1208,15550.6346
28.81,14.97,-102.55,414.3130,1812.1754,3559.3414
850.04,514.34,-989.25,80737.4199,52262.6968,88014.4731
33.59,15.28,-106.68,1515.9803,1871.2398,4046.9085
1381.11,529.47,-1747.19,130887.2086,54816.8774,160537.2018
84.74,46.66,-163.40,7220.8558,5975.9612,9910.7861
207.33,72.57,-325.23,19013.1072,8896.6821,25531.4666
975.66,535.73,-1122.38,92654.4986,54449.6667,100714.6219
53.21,16.25,-133.32,3913.1617,2094.7147,6906.4638
36.28,19.70,-105.86,1952.0593,2607.1534,3962.3127
40.74,25.99,-111.05,2569.8368,3497.2347,4556.6704
445.37,261.49,-559.29,41973.7003,27564.9855,47526.5455
38.44,24.74,-111.32,2278.1528,3340.0923,4582.6008
149.56,48.85,-249.07,13461.6542,6316.5285,18245.6017
542.01,327.71,-662.68,51246.7199,34037.1486,57252.5851
1298.65,703.00,-1483.35,123506.1336,70866.1654,134809.5261
2228.92,1226.63,-2451.83,212525.1559,121942.2618,226154.0363
58.01,36.43,-132.50,4513.4887,4798.2201,6822.7707
1516.62,871.23,-1717.29,144431.3681,87200.9707,156723.5316
668.81,188.63,-908.62,62891.3504,21022.5101,81156.9144
137.16,80.08,-212.90,12372.5454,9492.2969,14700.9532
249.24,144.22,-336.51,23172.9223,15967.8454,26470.8209
894.66,529.41,-1038.38,84982.7720,53759.0265,92677.8824
239.38,59.99,-362.59,22021.9254,7620.2746,29154.2536
229.17,58.18,-350.10,21050.3510,7417.4496,27957.3359
124.22,31.05,-225.82,10983.4077,4280.1166,16023.0470
29.36,16.35,-101.50,656.7101,2064.0877,3436.2103
46.05,11.83,-128.56,3101.8085,1140.2413,6412.5441
361.57,99.28,-517.66,33674.6500,11798.3356,43937.4805
40.70,20.06,-112.81,2523.8265,2675.6208,4743.4510
34.25,32.84,-120.74,1797.2557,4402.0872,5592.1895
33.28,13.02,-105.79,1439.8621,1381.4201,3939.9300
45.05,25.55,-116.68,3069.4628,3445.9827,5168.6531
39.99,11.04,-101.24,2368.2917,635.3315,3403.0670
75.43,15.09,-163.35,6185.1099,1924.5601,9932.0387
82.31,51.48,-158.66,7000.9629,6489.2026,9438.5509
577.28,179.58,-766.60,54259.3697,19952.4762,67613.7036
680.89,403.41,-805.00,64530.1934,41437.0192,70681.8825
79.79,45.32,-157.33,6731.5353,5822.1451,9311.7641
50.51,13.70,-126.26,3608.3212,1568.3177,6177.9343
1276.33,710.14,-1494.43,121390.1843,71622.0576,135825.7397
231.42,130.14,-327.24,21447.6485,14599.2627,25607.2506
85.61,43.16,-168.34,7292.9439,5603.7968,10399.2993
39.51,21.90,-112.61,2391.3559,2949.1577,4721.6909
284.14,68.94,-423.62,26280.5663,8622.5083,34991.5326
421.27,119.41,-594.27,39361.5874,13886.7115,51228.4667
3705.42,1200.53,-4595.67,351793.9812,122538.1305,431493.2471
2449.44,1221.01,-2850.95,233210.3132,122083.1021,264260.5330
75.71,20.55,-163.40,6233.6382,2826.5773,9931.4572
279.02,70.08,-415.11,25799.1870,8728.8647,34172.8261
96.37,17.94,-192.36,8253.1489,2461.3960,12784.2308
205.16,62.17,-322.75,18781.1470,7816.3319,25316.2886
263.84,80.90,-394.90,24389.2521,9818.4949,32207.6392
258.54,85.63,-375.72,23902.7654,10256.5907,30359.5425
393.69,202.00,-510.42,36958.6172,21787.0991,42998.5568
412.85,216.41,-540.21,38796.1144,23227.5157,45810.1501
815.45,467.57,-988.65,77361.8345,47852.4962,88078.2997
627.40,171.51,-852.72,58947.5171,19284.1426,75853.5312
296.14,161.15,-399.46,27644.7332,17703.4128,32464.3993
538.75,302.22,-688.55,50870.8187,31668.7714,59785.5879
255.04,60.55,-386.92,23504.9045,7710.2097,31487.7034
344.23,85.50,-492.84,32006.8841,10377.0994,41595.4602
1700.77,627.01,-2081.23,161353.5592,64502.9412,192342.3238
1700.87,735.28,-2002.90,161546.7050,74648.8380,184473.1999
50.94,21.68,-124.49,3697.7257,2924.7463,5995.1479
312.60,192.92,-416.56,29273.8752,20802.5143,34024.7901
67.41,11.49,-154.86,5363.9592,1077.2942,9087.7928
315.60,87.02,-467.01,29297.1324,10523.8796,39107.8299
1767.82,835.39,-2051.69,168083.0314,84245.7037,188860.9877
584.67,346.71,-733.58,55304.5775,35981.0951,63978.1363
685.24,174.42,-925.85,64416.0392,19642.6506,82850.0799
350.98,213.60,-449.39,32952.9182,22819.1409,37125.7273
4018.74,1865.98,-4626.33,382759.1646,185782.2817,432467.6661
97.42,58.85,-170.83,8496.1447,7271.8709,10632.8442
30.64,12.72,-107.70,931.7545,1336.2300,4155.7867
781.21,453.45,-902.75,74117.9802,46318.2252,79911.9967
71.71,42.03,-142.00,5921.5727,5429.6838,7788.6767
116.66,37.19,-204.79,10279.6579,4962.7095,13975.0544
400.78,109.50,-571.09,37403.2852,12881.1304,49032.0374
47.72,18.70,-118.12,3328.5155,2459.7525,5320.6906
96.98,54.45,-173.88,8438.5162,6818.0960,10935.0682
1422.45,597.85,-1676.05,134982.6842,61104.0486,153575.6156
802.98,465.71,-940.97,76192.2336,47559.6226,83529.6905
37.33,13.68,-106.41,2044.2853,1516.6850,4016.7522
238.60,124.86,-327.14,22118.7234,14065.1565,25615.3356
56.65,27.43,-134.81,4331.2205,3720.2058,7058.8032
340.27,179.15,-441.60,31862.0350,19483.6874,36465.5120
471.12,153.60,-616.57,44165.6594,17215.2266,53296.3426
486.06,286.47,-575.62,45886.8652,29935.5648,49042.7456
79.40,40.62,-148.76,6677.6236,5273.1966,8468.5051
1202.47,678.93,-1422.03,114345.3713,68572.6949,128976.0634
37.03,11.46,-108.40,1985.5529,922.5268,4239.5368
451.19,241.26,-578.92,42474.5799,25660.0052,49454.9881
30.13,15.65,-103.24,858.3118,1941.4875,3643.4091
35.76,24.50,-110.61,1925.7514,3313.9464,4502.2590
87.11,49.68,-164.60,7463.2519,6302.4598,10026.8833
41.29,12.55,-103.88,2541.0268,1189.1989,3724.2777
91.87,49.33,-174.76,7923.6500,6284.4796,11022.8822
241.76,153.41,-340.41,22480.7602,16890.5438,26815.6166
338.00,121.11,-475.73,31500.9256,13907.2266,39866.5305
438.50,230.05,-559.71,41254.5661,24549.6289,47648.5077
39.41,25.42,-109.83,2404.1316,3421.1701,4419.9910
657.98,239.98,-909.37,61965.8824,26042.4143,81073.1138
355.26,97.56,-514.78,33072.5065,11631.4062,43663.5798
33.44,18.79,-106.23,1528.9671,2478.8942,4000.4998
40.14,20.86,-112.22,2461.7223,2793.7410,4678.5334
36.37,10.34,-102.41,1880.2234,200.1364,3539.5690
87.47,17.86,-179.83,7383.5599,2431.8823,11555.3860
111.40,64.63,-193.80,9859.3643,7911.8171,12864.2916
78.04,17.83,-166.03,6454.1348,2406.5436,10195.2258
69.76,46.75,-142.18,5745.8062,5956.6610,7802.3047
62.76,34.93,-139.12,4992.9080,4631.9386,7496.1996
82.58,16.23,-170.98,6897.5665,2136.7528,10686.8185
38.30,12.18,-105.28,2160.8465,1116.5996,3884.2618
39.23,11.29,-107.09,2275.4264,825.5578,4092.2063
115.26,64.70,-191.83,10232.3471,7904.7645,12676.9753
177.24,104.96,-264.97,16248.9928,12049.7609,19675.0003
490.49,115.03,-683.84,45892.1454,13540.7004,59824.5434
484.32,118.23,-671.96,45318.6350,13842.2640,58680.0434
245.95,53.33,-378.94,22624.8908,6939.0875,30736.7158
155.36,33.94,-266.27,13970.3718,4668.4964,19931.0282
373.52,94.56,-538.27,34791.7504,11352.6042,45923.2731
280.26,60.63,-420.92,25892.5996,7752.9619,34751.4749
49.65,11.31,-132.54,3501.5713,982.6868,6825.1083
121.26,23.35,-223.16,10676.2602,3288.6219,15777.6148
85.46,46.58,-163.15,7291.7222,5965.2647,9886.2147
75.74,39.16,-147.50,6310.6406,5113.9256,8341.1539
285.30,62.93,-430.77,26373.7676,8010.6931,35689.9364
109.54,20.82,-209.63,9538.7055,2921.9234,14464.8878
29.66,21.81,-98.10,848.8918,2912.4658,3030.6408
33.86,10.96,-101.91,1507.9476,686.6107,3477.9459
133.13,38.89,-234.88,11861.0515,5207.5329,16887.3209
161.27,35.01,-271.01,14537.2755,4792.7992,20388.8632
56.57,28.16,-133.61,4326.4562,3809.9790,6937.0442
71.16,15.96,-144.37,5762.9558,2013.6324,8040.0144
225.32,50.36,-351.02,20663.1968,6589.6197,28060.9463
1606.63,740.92,-1887.04,152649.1928,75043.2716,173345.8706
301.34,165.65,-401.60,28148.6900,18136.4373,32660.5739
111.86,62.40,-187.56,9898.9786,7660.5885,12264.2246
44.86,10.99,-111.30,2957.0031,684.4511,4572.0016
54.28,37.34,-124.91,4130.9653,4887.4584,6043.9150
1465.13,742.22,-1695.47,139296.5726,74899.2298,155000.2759
214.26,47.37,-343.22,19603.8812,6268.8045,27314.2583
40.27,14.69,-109.15,2432.5345,1734.3510,4331.9958
56.24,15.05,-133.31,4228.3541,1856.4458,6908.6723
35.77,11.00,-103.07,1800.4034,695.7239,3619.9746
48.90,12.99,-129.45,3427.7006,1432.4075,6506.3573
51.44,28.05,-128.42,3784.6805,3791.8610,6402.4181
43.91,12.80,-116.70,2859.1962,1332.8909,5161.5694
141.10,40.28,-244.46,12627.7802,5374.2665,17812.3108
439.20,111.36,-620.12,41037.0742,13115.9244,53726.4925
107.23,23.58,-204.21,9324.8424,3299.9930,13934.3095
73.17,42.69,-146.48,6068.9707,5513.9431,8235.7651
44.09,29.52,-113.12,2984.2041,3944.3533,4788.9724
141.68,43.25,-239.80,12693.2070,5691.9972,17358.9894
66.28,33.02,-144.90,5340.4852,4415.6822,8078.7625
36.86,20.43,-108.45,2038.2580,2727.2497,4257.4555
307.67,77.04,-437.37,28533.5415,9443.2747,36300.6348
165.76,33.65,-279.92,14960.0975,4646.0178,21249.1594
104.06,22.52,-200.93,9015.3796,3152.2317,13615.4725
377.54,82.38,-538.00,35148.5435,10104.8983,45933.2159
201.49,38.86,-323.62,18372.5327,5289.6944,25450.4870
242.68,50.21,-376.75,22307.6430,6603.2827,30532.8973
57.19,27.73,-135.74,4388.2830,3760.6477,7153.5785
128.85,26.61,-233.96,11414.4264,3736.4810,16818.9748
402.90,100.55,-580.72,37584.5403,12006.6007,49981.3369
418.45,101.83,-573.17,39066.1574,12081.1798,49263.9552
101.94,59.55,-179.45,8934.1318,7361.1938,11473.6213
69.33,12.75,-157.00,5563.9248,1422.8354,9300.8812
54.59,28.13,-132.33,4119.2206,3807.3622,6804.3648
91.88,53.68,-168.75,7941.3873,6732.3072,10431.9978
85.29,14.62,-178.18,7157.9791,1858.9471,11396.5333
387.45,86.27,-565.30,36086.7023,10552.4842,48532.7407
330.90,181.31,-448.97,30972.1930,19733.0606,37154.9371
322.20,61.55,-468.12,29867.7144,7879.7475,39283.8733
73.53,43.84,-148.80,6108.1871,5648.1702,8465.5833
362.68,77.94,-512.07,33736.7516,9613.3798,43462.9683
38.47,14.47,-107.74,2201.2272,1691.7603,4171.2925
564.26,126.09,-782.92,52883.2835,14745.9117,69286.5846
381.63,209.70,-499.01,35833.2062,22523.9029,41881.8509
81.69,16.71,-172.87,6811.3970,2233.7577,10871.1282
153.19,26.84,-263.08,13743.6960,3786.2022,19638.3462
2590.35,1354.42,-3095.70,246766.0728,135278.0712,287291.8677
106.39,18.01,-206.08,9225.1687,2488.2933,14123.6350
451.01,106.39,-624.45,42148.5049,12604.9932,54162.0255
203.93,33.92,-328.43,18590.7572,4717.6127,25923.9272
312.33,77.82,-449.50,28973.3231,9545.9066,37459.3022
51.94,31.70,-125.08,3856.0239,4230.0084,6058.7370
236.03,58.19,-361.60,21698.6028,7434.4228,29061.1021
178.44,30.82,-282.70,16166.0216,4275.6960,21531.9619
174.85,31.75,-289.80,15821.6819,4421.8423,22207.8956
159.67,30.45,-271.50,14371.2543,4248.9043,20444.1560
213.46,38.79,-339.27,19508.5903,5295.3563,26956.4960
238.26,44.67,-371.04,21875.1532,5987.0808,29997.5383
95.36,13.51,-194.51,8139.0397,1661.7700,12998.8333
1235.76,559.46,-1502.71,117238.7080,57296.7957,137046.2225
1239.27,582.10,-1471.81,117630.4751,59372.9962,134035.3248
87.37,17.10,-181.89,7370.7051,2314.7800,11757.4139
294.79,53.74,-444.68,27250.4685,7045.7656,37047.8541
60.75,34.15,-135.36,4784.7048,4532.8841,7115.6014
110.27,19.75,-208.67,9606.3142,2756.3035,14374.6214
224.68,107.74,-323.04,20753.2589,12392.6972,25252.8133
90.37,47.35,-174.46,7770.7199,6071.8806,10994.9953
94.38,11.14,-192.32,8035.5605,1044.1411,12788.3038
114.70,13.81,-215.69,10015.9342,1731.3718,15068.0253
31.70,10.23,-104.87,1117.2590,301.6807,3826.3441
55.99,28.07,-133.47,4265.1546,3799.6234,6922.2074
90.73,19.21,-185.18,7707.5738,2654.7660,12078.4948
92.52,51.74,-176.22,7995.0128,6546.3753,11162.7422
112.10,16.28,-211.98,9772.3614,2199.2561,14702.5389
62.69,28.23,-141.28,4957.1395,3827.4294,7716.4890
89.43,17.07,-181.79,7573.0170,2301.3082,11749.9661
175.19,23.39,-290.62,15832.4628,3345.0193,22304.3043
153.02,22.02,-260.44,13715.8786,3124.5926,19394.0915
563.09,134.31,-793.51,52783.3484,15592.9968,70271.1853
166.18,87.29,-256.47,15151.8174,10284.4805,18889.8319
53.25,32.33,-127.98,3998.2783,4312.9063,6358.2723
164.83,82.36,-252.37,15011.0713,9778.4274,18506.4244
188.93,33.58,-306.18,17166.1413,4652.2680,23783.4789
223.36,47.47,-349.85,20469.6042,6275.1925,27954.8374
1150.14,536.16,-1345.13,109132.0352,54786.6834,122046.7251
53.05,22.35,-128.48,3926.8901,3028.6093,6410.0249
130.02,27.89,-232.11,11531.5721,3890.6990,16639.1670
118.01,27.44,-218.80,10375.7329,3824.7186,15347.2725
54.52,23.48,-131.95,4088.8561,3194.6351,6766.2075
777.36,407.83,-954.97,73633.0797,42100.4464,85013.4769
30.03,16.20,-101.41,840.6072,2032.4839,3425.9216
351.52,73.98,-513.07,32664.6459,9231.9815,43559.4903
1401.18,651.33,-1720.13,133031.3068,66389.7050,157586.2510
1102.80,495.85,-1309.25,104570.0254,50911.8596,118718.2167
80.25,39.88,-157.41,6756.4222,5215.8026,9325.5347
471.46,253.29,-596.34,44418.8289,26829.9418,51095.0482
36.33,15.69,-108.71,1925.4766,1947.4504,4280.1924
88.88,12.21,-185.50,7501.4935,1341.9671,12117.9753
538.53,244.09,-706.54,50720.6525,26120.0817,61661.7994
116.60,21.59,-213.78,10223.3241,3024.2606,14870.5814
235.96,37.12,-367.92,21639.0356,5123.3701,29715.5143
727.09,397.72,-882.73,68870.8868,41023.8467,78130.6263
32.67,12.47,-108.81,1330.9843,1265.8174,4283.4013
316.05,162.01,-414.26,29533.5377,17789.3392,33887.0210
324.44,67.45,-479.88,30088.5965,8526.7722,40392.0014
71.44,16.15,-155.34,5790.2708,2099.4566,9134.5872
133.20,31.15,-233.85,11846.4531,4292.1384,16803.3792
369.61,205.17,-483.21,34688.4280,22064.5175,40381.3178
49.22,22.73,-124.31,3516.8591,3079.6959,5975.0145
29.56,15.37,-100.13,693.5417,1874.9992,3266.2739
199.02,27.04,-321.32,18107.7177,3856.0570,25255.3489
97.92,10.97,-195.31,8380.2764,979.3070,13083.1132
157.59,29.52,-261.26,14173.3373,4107.9855,19461.1498
78.56,35.86,-165.32,6573.6817,4784.7354,10105.9634
175.19,91.57,-264.61,16019.9690,10718.8496,19667.5651
202.04,28.20,-322.03,18399.3261,3997.8999,25323.0049
225.50,31.83,-352.53,20634.8409,4474.3400,28249.9850
46.61,22.51,-122.58,3226.5936,3051.2096,5791.6530
96.15,22.60,-192.60,8247.6303,3160.1680,12800.3756
882.95,425.25,-1056.38,83657.2780,43854.9899,94694.8247
159.49,88.88,-251.03,14518.2365,10443.0461,18360.8731
379.50,192.77,-492.90,35597.4684,20871.3918,41344.3883
30.55,14.86,-102.74,942.3521,1783.8432,3583.3800
