1-0 H_25.40000_179.29412
2816 1.64633 -4.50589
2850 -8.41152 -2.43342
2867 -1.27145 -15.89673
2870 -5.40474 -2.51150
2873 -0.11551 -11.45633
2875 9.51868 -3.77185
2877 -10.28386 -7.09724
2878 3.76013 0.40163
2879 -4.85467 4.19878
2890 -12.44878 -7.42229
3594 -4.53839 0.62862
3596 -3.79100 0.50384
3597 -1.84829 -15.03124
3598 -0.91841 2.92950
3599 1.76020 2.50586
3601 -5.72934 4.25615
3756 2.35900 -0.47312
3847 -0.20567 -8.40250
3908 -0.46984 2.90770
3972 2.88065 0.36110
3995 0.90635 -15.72390
4023 -5.53439 -2.99623
4028 -9.09270 1.41812
4031 7.52804 -9.49504
4038 -6.46594 -13.83069
4039 -1.22702 -19.70578
4040 -8.57835 -20.80916
4041 7.22065 -9.25291
4079 -11.77403 -5.92007
4080 9.92626 -8.69793
4081 11.83919 -16.29026
4082 8.96367 -16.25595
4083 6.46043 -18.28073
4084 -9.79043 -20.48619
4085 -10.84493 -15.70088
4086 -10.59194 -9.32569
4087 -7.59971 -11.83404
4089 -12.04476 -6.26101
4091 -11.66089 -12.93086
4133 -1.84278 -1.62349
4134 -12.06178 -14.98955
4135 6.26547 -22.18455
4136 -7.63031 4.00669
4137 12.01816 -18.91003
4138 8.63103 -19.55198
4139 8.75354 -6.82121
4140 -12.37616 -15.97216
4141 11.98579 -6.41987
4142 -11.78113 -20.71850
4143 -0.21571 -22.12907
4144 8.18202 -20.74282
4145 9.60787 -4.81607
4443 -8.37066 -14.85837
4444 -1.79294 -18.07368
4474 -7.39450 -22.37016
4475 11.31313 -20.98452
4476 3.65184 -20.96593
-99
1-54 H_25.40000_44.82353
1055 -3.30655 -8.06569
1282 11.12329 -2.94560
1305 5.20404 -2.44725
1417 2.17761 -10.84133
1431 6.40677 -7.80578
1503 3.38473 -0.01416
1520 3.18817 -4.99983
1583 2.38051 -3.85223
1600 -8.56920 2.01007
1601 -0.90373 -1.97728
1602 0.84037 -0.87423
1604 0.23459 0.97942
1605 0.90583 3.15845
1613 0.25215 -10.13408
1617 -3.05873 -7.92045
1619 -0.80863 -3.85770
1620 -0.00519 -11.21269
1631 7.92548 -17.60712
1632 7.24329 -17.42025
1633 8.10225 -13.84113
1636 8.82306 -15.33316
1640 9.31799 -12.32419
1643 0.95307 -5.00556
1646 -2.98585 -16.47571
1649 -4.74082 -12.02413
1650 -7.62520 -4.45892
1652 -1.24341 1.19386
1655 5.45813 -8.89366
1657 -4.83070 -14.30732
1661 -6.86221 -6.52285
1662 -2.07101 -0.04081
1668 -5.10801 0.02579
1670 -8.43165 -3.82954
1671 8.60667 -7.38191
1675 -5.97297 -2.14310
1676 -2.05397 -6.14015
1690 -4.14614 -7.34460
1696 -3.46432 -6.34504
1697 -3.37621 -14.56245
1699 -2.32416 4.26506
1700 4.18400 -11.24959
1701 9.38078 -7.68872
1704 9.94357 -9.06813
1710 -0.02643 3.15367
1711 -4.54676 -16.42853
1712 -1.10154 0.02004
1719 -8.10726 -0.95734
1725 1.24276 -5.71833
1726 6.22502 -6.55427
1727 -1.59051 -5.80360
1728 -9.09376 -4.37477
1733 4.88677 -12.95052
1740 6.29629 -9.91649
1749 5.93245 -11.30961
1750 10.14391 -6.68962
1754 4.17700 -15.61786
1755 -1.39325 -6.64487
1756 -5.41118 -14.43702
1757 -0.81094 -17.79913
1758 -4.59415 -15.26146
1759 -6.01412 -4.53539
1761 7.43874 1.00358
1762 -5.79488 0.46363
1763 3.18024 -11.60756
1764 -0.42475 -14.49372
1765 -9.33894 -14.82918
1766 -5.88211 -3.04538
1768 7.65572 -15.49446
1770 11.58421 -5.95261
1771 -0.32141 -15.77353
1772 -5.39160 -5.08185
1773 -1.42966 -15.80340
1775 0.06007 -17.56642
1776 0.23547 -14.60619
1777 -4.41876 3.20798
1778 10.76971 -5.45472
1779 -2.90729 -6.76275
1780 -4.49107 -14.56335
1781 -1.79386 -10.43866
1782 -4.21433 -2.19456
1786 2.27002 -11.83006
1787 -5.97762 2.80801
1789 10.72363 0.00368
1790 -4.87810 -7.39097
1792 -0.30507 -9.16210
1794 10.60934 -6.27009
1795 1.10564 -6.83112
1797 -6.07585 -1.21515
1798 5.08579 -1.16396
1799 -5.16978 1.96187
1800 -5.67542 -5.32195
1801 -3.80067 -0.95826
1802 6.56721 -7.23039
1803 0.96328 -6.10447
1810 -0.46156 -10.03506
1813 8.47687 -12.50547
1815 1.52947 -2.84730
1816 -5.35817 2.34972
1817 -2.70509 -5.95280
1818 -2.09989 -9.85437
1821 -6.66037 -8.53787
1823 8.85009 0.51062
1826 9.44722 -10.86773
1827 8.13250 -6.56065
1832 6.05296 -17.04051
1833 0.81967 -16.54913
1835 1.08809 -7.93372
1836 -5.19643 -11.91512
1837 5.28901 -11.76740
1838 9.17855 -18.79589
1839 8.27492 -19.42026
1840 4.86468 -18.23618
1841 -10.91248 -15.20778
1842 -2.04483 -18.83431
1843 4.57455 1.70582
1844 -5.48579 -18.66389
1845 -6.64601 -16.18472
1846 1.15229 -15.35100
1847 11.16732 -14.45217
1848 3.06285 -9.44034
1850 12.00294 -13.31877
1851 -9.50091 2.87056
1853 10.72636 -13.35882
1854 9.15842 -8.67191
1855 -9.68886 3.43104
1856 -6.80126 3.75767
1857 -5.71686 3.59411
1858 -7.48786 0.14605
1859 -9.09644 -4.77641
1860 -6.80438 -7.50497
1861 -6.47049 -4.05695
1863 -6.48829 3.92318
1864 8.13606 -1.74857
1865 9.38078 -7.68872
1866 9.74583 -12.45218
1867 -8.10743 -8.30723
1868 -10.36593 -9.54494
1871 -6.39833 1.77871
1872 -3.84223 -2.79659
1873 -4.93231 3.83552
1874 11.30238 -12.04720
1875 10.95917 -12.70369
1877 11.28982 -6.70410
1878 10.91235 -7.29625
1879 8.04349 -4.57891
1884 -6.45062 -13.14211
1887 -8.36582 3.57173
1898 8.68710 -5.65115
1902 8.88649 -0.71780
1903 2.84718 -6.48630
1904 3.73194 -6.64934
1915 -3.09388 -4.77746
1928 1.45073 3.55951
1951 -11.57813 -1.16714
1956 7.17396 -2.60999
1957 -11.02924 2.88771
1958 7.22271 -2.13769
1960 5.95392 -1.14263
1962 -10.59535 -2.05545
1965 6.36745 -2.60289
1974 10.70520 -9.27012
1978 3.45892 0.57912
1981 4.77285 -0.03750
1992 5.04152 -3.57023
2002 2.62723 -4.45732
2008 3.28646 -4.50501
2010 4.79246 -2.83745
2049 4.09435 -2.33438
2050 4.11813 -3.29075
2066 2.25697 -2.18499
2070 4.00307 -3.56916
2071 5.00099 -4.52883
2072 4.93408 -4.79431
2082 3.91906 -10.20627
2108 5.10068 -5.69120
2113 6.17729 -5.26219
2114 5.49671 -6.74107
2115 7.58910 -4.22735
2116 7.96894 -5.62081
2118 2.19623 -2.51379
2120 5.23641 -6.02932
2121 10.31505 -1.34442
2123 7.42986 -4.53234
2124 8.85937 -3.11627
2125 10.78446 -2.80253
2126 7.23218 -5.11122
2127 11.43853 -2.95108
2128 11.32123 -0.88720
2129 -1.14080 -8.87196
2130 -1.99299 -7.55402
2131 -6.48962 -14.06913
2133 10.62849 -0.40259
2134 0.43426 -7.79467
2136 8.35666 -2.63660
2137 -0.86756 -9.49116
2139 -1.39953 -8.25896
2147 -6.17290 -3.62247
2181 10.98214 -3.20480
2278 -2.71719 -4.55647
2317 -3.99391 -14.46499
2675 2.62723 -4.45732
2681 3.11055 -3.02182
2693 -10.01438 0.16263
2694 11.56480 -16.01149
2696 11.49011 -11.81169
2697 7.61639 -7.49657
2698 -7.56601 -6.34272
2700 2.07874 -15.52635
2725 7.90924 0.00390
2779 -0.01439 -0.23033
2816 5.63307 -4.01926
2827 -10.51594 -21.40559
2831 7.77998 -14.80680
2844 -7.40781 1.54243
2850 -3.00318 -2.04227
2852 -3.20265 1.76706
2876 -10.16319 -9.97923
2880 -10.15129 -15.15796
2881 -10.74931 -9.85372
2882 -5.45623 -21.33565
2883 -9.05312 -11.50898
3594 -4.39919 1.11365
3597 -5.43162 -13.63904
3598 -1.50078 3.36559
3600 -1.16266 3.01519
3632 -0.21919 0.09940
3641 8.54065 -15.27712
3642 -0.67766 0.38398
3709 1.02695 1.70008
3714 -0.21919 0.09940
3743 -8.87748 -2.51793
3756 1.41712 0.08727
3776 -1.80782 -6.64850
3786 -2.88570 -8.58609
3789 -10.36584 -1.32401
3847 -0.64561 -7.50941
3849 5.57280 -3.54082
3894 1.10204 -0.41931
3913 -10.62845 -4.01052
3923 -12.23429 1.80864
3939 -6.51594 -2.93990
3940 0.17423 -0.95003
3941 -0.51623 -8.91453
3943 -8.88568 -1.09217
3944 -9.98619 0.61545
3945 -10.27047 2.94478
3947 -8.40366 -2.05617
3969 -0.39391 4.02181
3970 7.27992 -14.89444
3972 2.54570 0.89974
3973 -8.44790 2.62779
3977 -3.09282 -15.28761
3978 -8.34817 -9.06804
3979 -2.44211 1.85842
3981 -10.55162 -14.44956
3983 -7.83324 -12.51604
3985 -5.94199 -19.01734
3988 -8.41761 -19.21115
3989 -3.69198 0.98506
3990 -4.82120 -22.18269
3991 -11.38203 -10.95505
3992 -9.60575 -20.10839
3996 -10.09397 -7.00965
3997 -8.59100 -7.08617
3998 7.64485 -11.52190
4027 -5.32584 -17.03249
4039 -7.10543 -17.98079
4066 11.06823 -18.29634
4127 -4.27236 -11.87131
4131 -9.97939 -21.40931
4146 -6.98080 -16.44228
4147 0.32985 3.98873
4148 -11.19956 -5.21016
4149 -5.38387 -17.61590
4150 -7.84311 -16.44811
4151 7.92481 -20.04454
4152 -8.50717 -22.05296
4153 1.33154 -21.96742
4154 3.21548 -21.58997
4155 11.44603 -20.49634
4441 2.95157 2.88977
4445 1.00411 -17.74844
4446 -9.77858 -10.31659
4448 6.62677 -17.98883
4449 10.93614 -20.31192
4450 -4.05435 -17.52076
4451 -0.86269 -20.16697
4452 4.34197 -20.39753
-99
1-65 H_25.40000_44.82353
1028 -3.06620 0.57778
1030 -5.25795 -4.28462
1031 5.34777 -8.12781
1042 -10.52720 -14.42280
1055 -3.19014 -8.67495
1283 -5.02005 -7.25840
1296 -8.20187 -11.88543
1358 -0.54170 -3.27783
1601 -0.39150 -2.45821
1606 4.26275 -6.35762
1610 6.71036 -16.82350
1619 -0.48847 -4.29914
1621 8.17714 -8.37742
1639 10.24295 -10.38542
1641 7.54440 -6.65244
1652 -0.22812 0.70421
1657 -1.56569 -15.08031
1661 -7.36962 -6.99317
1662 -0.98102 -0.52141
1667 -3.22964 1.19080
1668 -10.44086 -0.20248
1670 -11.43383 -4.18537
1671 7.71990 -7.68688
1673 -10.43780 -4.31233
1675 -10.24219 -2.36068
1676 -1.69876 -6.64448
1677 2.83723 -8.24254
1687 3.76343 -11.21018
1690 -4.65862 -7.52616
1697 0.08085 -15.33686
1708 2.19179 -12.52623
1710 0.63518 2.72750
1711 0.00989 -17.39117
1712 -0.00826 -0.49631
1720 -1.71731 4.03969
1725 1.27192 -6.13542
1728 -11.45631 -4.75604
1737 7.81104 -8.40658
1749 6.94949 -11.81686
1750 8.30355 -6.93091
1755 -0.93551 -7.17357
1758 -0.40119 -16.32438
1759 -8.45849 -4.92555
1762 -11.29501 0.27252
1764 2.95832 -15.17342
1766 -9.42214 -3.35160
1767 7.66184 -9.12587
1771 3.66546 -16.54315
1772 -7.52606 -5.49088
1779 -2.63192 -7.32384
1781 -0.64913 -11.08917
1782 -8.33088 -2.43567
1783 -5.06362 -11.63225
1790 -5.20400 -7.86115
1792 0.22685 -9.71780
1797 -10.66737 -1.47456
1799 -11.52539 1.81731
1800 -7.67306 -5.72836
1802 6.09181 -7.76965
1803 1.19228 -6.59738
1810 0.36653 -10.55368
1816 -11.96094 2.28659
1818 -1.20182 -10.52638
1827 6.35664 -6.85764
1872 -7.65456 -3.06523
1879 4.94927 -4.81771
1898 6.27938 -5.93970
1904 2.66110 -7.09589
1978 3.77036 0.15306
2072 2.06220 -5.05845
2082 4.84692 -10.66086
2113 3.61315 -5.55349
2114 4.15165 -7.11992
2116 5.62590 -5.92723
2117 3.32608 -4.89126
2122 5.88188 -1.16715
2123 4.24415 -4.77117
2124 4.52716 -3.19393
2125 6.45867 -2.98973
2126 4.51637 -5.38076
2127 7.10109 -3.12301
2128 6.12930 -1.05480
2129 -0.62781 -9.47657
2130 -1.63188 -8.06939
2131 -3.42274 -14.99410
2133 5.24073 -0.47525
2134 0.61872 -8.19862
2136 3.96919 -2.86797
2137 -0.15919 -10.03728
2138 10.50106 -16.61468
2139 -1.17449 -8.69066
2140 -3.07803 -11.01583
2142 6.38047 -0.07205
2143 5.21778 1.43004
2144 -11.04402 2.69758
2145 -6.94593 -5.40274
2146 -9.83325 2.71326
2147 -9.37719 -3.94395
2148 -8.67802 0.89029
2150 -5.55546 -4.26258
2151 -9.64142 0.81224
2152 -9.65727 1.91539
2153 -6.12568 2.25140
2154 -6.54880 2.66245
2155 5.41585 -5.25840
2156 -3.54122 -8.87695
2157 9.49114 -0.43720
2158 8.39230 -8.70039
2159 3.55215 -15.32160
2160 8.35099 -0.30492
2161 5.90818 -9.82247
2162 8.77898 -0.72408
2163 8.53752 -2.73652
2164 -8.71118 1.78820
2165 -7.71740 2.27465
2166 -6.54329 -1.91714
2167 -5.04453 -2.22829
2168 2.77317 -15.54938
2169 7.14104 1.63705
2171 5.00820 -2.38170
2172 4.46147 -16.34440
2173 5.15620 2.61111
2174 7.50527 -2.40938
2175 2.66366 -9.58268
2176 6.35664 -6.85764
2177 7.27353 -1.45296
2178 8.87557 -3.48799
2179 8.52520 0.03878
2181 6.52760 -3.29877
2182 -4.25457 -15.87250
2208 -1.68002 1.00241
2213 4.35495 -20.09838
2226 2.25649 0.30408
2227 6.61779 -17.75270
2229 -4.30670 -20.61763
2230 0.40060 -16.31704
2231 7.67284 1.53523
2243 10.83773 -7.74908
2244 -3.91355 -3.49042
2247 11.56873 -7.17684
2248 10.86728 -3.84229
2249 -5.26867 4.11283
2250 4.84406 -15.27898
2251 -2.22942 -4.94129
2252 2.26490 -5.66121
2253 4.26342 -12.46290
2254 11.58076 -3.25039
2255 11.15638 -3.36174
2256 -0.01038 -2.91312
2257 -7.80755 3.94964
2258 8.18613 -12.21623
2259 -1.74782 1.46043
2260 -2.03527 -21.20473
2263 -2.55988 -12.62404
2268 9.84131 -14.96570
2270 -8.77460 -12.28295
2274 6.08805 -11.44841
2275 10.82048 -1.05196
2276 5.83767 -2.88738
2278 -2.71551 -5.10079
2280 9.95549 -2.37039
2284 -3.21680 -20.58963
2286 1.47109 -13.43489
2289 -4.96011 -14.89511
2290 11.28922 -14.36224
2291 8.59954 -14.03576
2293 1.49179 1.84305
2295 -0.38940 -0.67703
2300 -7.57899 0.68635
2301 -9.14791 -2.85917
2303 1.61220 -3.27996
2307 -7.51346 -0.07808
2310 -9.08309 -5.32474
2311 -5.56592 2.89397
2314 -3.45416 -5.94515
2317 -0.69836 -15.19123
2324 -8.21615 -0.46336
2331 5.02882 -7.39587
2335 -8.01993 -1.36504
2337 -5.45105 -8.12441
2339 -5.83779 -15.61475
2354 -5.43069 -5.52014
2359 3.41572 2.70553
2360 -4.73677 -19.66898
2363 -3.56923 -15.55182
2369 -10.59308 -6.55805
2376 6.91137 -15.60617
2377 3.08753 -20.48644
2379 -0.70350 -2.76672
2381 11.44272 -19.70694
2382 1.59432 -17.24308
2386 9.42959 -15.33378
2387 -5.58039 -8.38928
2389 -6.42427 -3.56638
2390 10.08427 -19.80472
2391 -9.14278 -15.40781
2392 -6.82080 -14.66616
2393 2.15422 -18.12291
2395 -7.50556 -10.01929
2396 -2.40024 -16.44889
2397 11.87917 -9.48607
2398 9.36770 -20.01264
2399 -6.61171 -14.15108
2408 -7.95872 -7.56456
2410 -5.51960 -15.75024
2411 -10.25278 -4.76817
2419 -8.66709 -14.55274
2423 -4.65990 -5.82707
2424 -2.20060 1.52107
2439 -9.60905 -6.03432
2657 -0.85621 -6.30220
2713 -12.04358 -6.19128
2722 -11.47715 -14.76346
2723 -7.10032 -10.62961
2731 -9.81932 -20.12057
2732 4.06585 -13.42003
2816 2.25960 -4.28426
2850 -7.25713 -2.27155
2853 -7.27483 -15.51673
2865 -10.81801 -9.83599
2867 -1.65314 -15.33769
2868 -8.45653 -19.01390
2869 -8.62229 -15.89501
2870 -4.45215 -2.35169
2871 1.60128 -21.94166
2872 -7.25793 -19.65160
2873 -0.12772 -11.10980
2874 -8.17540 -22.16651
2875 10.21009 -3.64414
2877 -9.73154 -6.70900
2884 -9.26371 -20.00640
3594 -4.26714 0.72024
3596 -3.58319 0.62861
3597 -2.23722 -14.46297
3599 1.77558 2.43072
3601 -4.10868 4.27947
3603 4.13719 -0.21664
3749 7.91908 -15.24194
3756 2.28572 -0.36383
3847 -0.12703 -8.11010
3939 -10.11016 -3.23025
3941 0.14112 -9.45501
3972 2.90486 0.46239
3989 -3.43579 0.69458
3994 2.86239 -0.12233
3995 0.39390 -15.12006
4023 -4.48629 -2.83234
4024 5.91939 -9.51211
4025 2.72068 -15.26266
4026 6.93882 -9.53220
4027 -0.60168 -17.91648
4028 -7.54974 1.45164
4029 7.16435 -14.45165
4036 8.65500 -8.21697
4041 7.13503 -8.90386
4067 3.27914 -18.88707
4079 -11.07649 -5.63416
4080 9.92018 -8.39332
4081 11.15750 -15.77144
4082 8.27902 -15.70175
4083 5.57987 -17.64005
4085 -11.02155 -15.09581
4087 -7.59799 -11.29927
4088 10.57525 -17.11976
4089 -11.36388 -5.96574
4090 6.81674 -13.71432
4091 -11.69973 -12.36565
4092 10.69477 -17.51190
4093 -11.10653 -6.98556
4094 11.74239 -20.99316
4095 5.25637 -20.93617
4096 -10.25555 -18.44211
4097 4.78650 -18.33302
4098 -6.93085 -21.79686
4133 -1.83811 -1.44316
4134 -12.17272 -14.35693
4156 -10.92587 -17.84679
4444 -2.33537 -17.39574
4447 5.91707 -20.14189
-99
1-55 H_25.40000_47.13402
1055 -3.37385 -8.57018
1282 11.41156 -3.14273
1305 5.16983 -2.60533
1358 -0.89269 -2.90655
1417 2.59717 -11.49829
1431 6.80191 -8.25897
1503 3.69451 -0.06537
1520 3.07119 -5.34618
1583 2.28530 -4.09148
1600 -9.53421 2.07740
1601 -0.74270 -2.13650
1602 1.10670 -0.94943
1604 0.50750 0.92771
1606 6.41316 -6.38501
1613 0.55917 -10.70450
1617 -3.13057 -8.40468
1620 0.30045 -11.87200
1621 8.91060 -8.45027
1625 8.54167 -16.04518
1631 8.91196 -18.55774
1632 8.19634 -18.47054
1633 8.93941 -14.65621
1636 9.70605 -16.21425
1640 10.12738 -13.02744
1641 10.03912 -6.74405
1646 -2.61538 -17.44326
1649 -4.70541 -12.70473
1650 -8.17979 -4.73514
1655 5.87715 -9.41354
1657 -4.59825 -15.13996
1658 -3.13570 -10.81625
1662 -1.95206 0.00732
1667 -3.37030 1.66324
1668 -5.79433 -0.01172
1670 -9.08847 -4.07479
1671 9.13153 -7.82668
1673 -8.16520 -4.20577
1675 -6.78893 -2.24591
1690 -4.29498 -7.73569
1692 7.01411 -19.03032
1696 -3.53684 -6.72877
1697 -3.11267 -15.44065
1699 -2.30586 4.43343
1700 4.70628 -11.93434
1701 9.92962 -8.16170
1704 10.59259 -9.58682
1706 8.54420 1.30043
1710 0.16053 3.22249
1712 -0.93673 -0.04538
1719 -8.83604 -1.01837
1720 -2.04111 4.60042
1725 1.31623 -6.03554
1726 6.54406 -6.95629
1727 -1.47327 -6.22542
1728 -9.70238 -4.66577
1733 5.54440 -13.68201
1740 6.78285 -10.47893
1749 6.45559 -11.97261
1750 10.63043 -7.06514
1757 -0.22926 -18.81702
1759 -6.40748 -4.82179
1760 7.59118 2.34661
1761 7.39027 1.01745
1762 -6.50127 0.45108
1763 3.64166 -12.24065
1764 -0.01124 -15.30898
1765 -9.37787 -15.73044
1766 -6.41595 -3.25352
1767 8.40070 -9.22546
1768 8.51351 -16.36101
1769 4.63461 -16.76189
1770 12.02391 -6.30268
1771 0.16471 -16.68030
1772 -5.75492 -5.41473
1773 -1.04802 -16.68305
1775 0.60615 -18.58788
1776 0.64855 -15.47049
1777 -5.21474 3.35736
1778 11.19519 -5.77919
1779 -2.93319 -7.17958
1780 -4.27086 -15.39587
1781 -1.67698 -11.14082
1782 -4.71259 -2.34656
1783 -7.16658 -11.48049
1784 -1.45000 -15.53186
1787 -6.84197 2.92537
1789 10.87213 -0.02561
1790 -5.04532 -7.83218
1792 -0.12323 -9.69369
1794 11.06714 -6.63737
1795 1.29166 -7.25246
1797 -6.66323 -1.36753
1798 5.01295 -1.26804
1799 -5.92554 2.02431
1800 -6.00629 -5.65695
1801 -4.33860 -1.04456
1802 6.96874 -7.66394
1803 1.14371 -6.48110
1810 -0.33584 -10.60152
1813 9.27829 -13.22773
1816 -6.13935 2.44607
1817 -2.72592 -6.32241
1818 -2.01862 -10.46210
1820 6.13304 2.65787
1821 -6.78179 -8.84565
1823 8.86003 0.50251
1826 10.16720 -11.48435
1827 8.53392 -6.94704
1832 6.86017 -17.97586
1833 1.44529 -17.54342
1834 12.39981 -0.95410
1835 1.23334 -8.41439
1836 -5.14921 -12.61109
1837 5.81323 -12.43668
1838 10.33279 -19.88052
1839 9.31065 -20.53741
1840 5.73524 -19.28748
1841 -10.99083 -16.19695
1842 -1.47303 -19.99692
1843 4.34631 1.77383
1844 -5.09405 -19.78204
1845 -6.44562 -17.15102
1846 1.75484 -16.26082
1848 3.39613 -10.02357
1851 -10.55860 3.00710
1853 11.61325 -14.12424
1855 -10.78766 3.57803
1856 -7.73252 3.90629
1857 -6.58815 3.74516
1858 -8.27662 0.10420
1859 -9.61565 -5.09729
1860 -7.04643 -7.96180
1861 -6.97579 -4.30934
1862 9.26809 -9.76357
1863 -7.43386 4.08650
1864 8.21362 -1.87026
1865 9.92962 -8.16170
1866 10.55634 -13.17096
1867 -8.48101 -8.61198
1868 -10.73169 -10.14305
1871 -7.21270 1.82692
1872 -4.30895 -2.97873
1873 -5.78070 4.02202
1874 12.15164 -12.73720
1875 11.81917 -13.40774
1877 11.77225 -7.08894
1878 11.53299 -7.71038
1879 8.28108 -4.86669
1882 -1.62985 -5.79789
1884 -6.39701 -14.01639
1887 -9.40423 3.74238
1888 -9.04413 4.19639
1898 9.11813 -5.99325
1902 8.85942 -0.69829
1903 2.99263 -6.88343
1904 3.91459 -7.05761
1915 -3.20034 -5.08774
1919 7.80144 -16.27910
1928 1.61723 3.67846
1937 3.92111 -15.81223
1943 -1.02007 -11.15007
1956 7.23970 -2.78537
1958 7.28735 -2.28409
1960 5.89053 -1.22986
1962 -11.44280 -2.19600
1965 6.40559 -2.78401
1974 11.44705 -9.80275
1978 3.77892 0.55147
1992 5.08923 -3.80974
2002 2.57242 -4.71624
2008 3.19131 -4.76374
2010 4.75613 -3.05516
2024 2.84289 0.82576
2049 4.00886 -2.48855
2050 4.07614 -3.50549
2066 2.05323 -2.33726
2070 3.93521 -3.78438
2071 5.00216 -4.80344
2072 4.97975 -5.09233
2082 4.35897 -10.82518
2108 5.26317 -6.05221
2113 6.36348 -5.57708
2114 5.78728 -7.14727
2115 7.94069 -4.47030
2116 8.41918 -5.99149
2117 6.48515 -4.84736
2118 1.99168 -2.67756
2120 5.43141 -6.38629
2121 10.46383 -1.43561
2124 8.96315 -3.26749
2125 11.04529 -2.97909
2126 7.51832 -5.38267
2127 11.74586 -3.14581
2128 11.54692 -0.96055
2129 -1.03336 -9.39604
2130 -1.97574 -7.97848
2131 -6.35551 -14.89770
2132 -1.46000 -13.10743
2133 10.78264 -0.45065
2134 0.55803 -8.24054
2135 -3.45788 -3.17568
2136 8.51051 -2.79328
2137 -0.73614 -10.04563
2139 -1.36323 -8.75087
2145 -5.10547 -5.33498
2278 -2.76862 -4.91189
2675 2.57242 -4.71624
2691 10.66899 -19.30167
2693 -10.94050 0.15654
2696 12.32951 -12.49464
2697 8.07884 -7.94544
2698 -7.90572 -6.72059
2700 2.62864 -16.38497
2703 -2.65683 4.23966
2726 3.62933 -19.53564
2814 10.92657 -16.50913
2816 5.69729 -4.27005
2827 -10.58124 -22.72654
2831 8.62528 -15.70035
2844 -8.24757 1.58063
2845 -2.44409 3.79984
2849 5.69260 2.91034
2852 -3.23806 1.81262
2855 3.98387 -14.07073
2864 -10.35924 -11.82718
2880 -10.25219 -16.08155
2881 -11.09088 -10.48011
2882 -5.08900 -22.61571
2883 -9.09712 -12.29804
2885 -9.95566 -20.58381
2886 -6.22829 -16.19013
2892 -4.39849 -15.71313
3594 -4.54448 1.10121
3597 -5.33638 -14.44248
3714 -0.02508 0.02163
3743 -9.59212 -2.69313
3756 1.67953 0.02403
3776 -1.76039 -7.06181
3847 -0.51633 -7.96452
3849 5.63125 -3.76974
3894 1.36401 -0.47890
3913 -11.35390 -4.27317
3939 -7.08323 -3.13874
3940 0.27200 -1.20471
3941 -0.36868 -9.46279
3943 -9.67329 -1.24362
3944 -10.91640 0.63992
3945 -11.38844 3.09718
3970 8.15634 -15.71952
3973 -9.41010 2.74559
3978 -8.59860 -9.71493
3979 -2.43387 1.89312
3981 -10.70893 -15.31820
3989 -3.76296 0.98192
3991 -11.67614 -11.57957
3995 -2.64929 -15.24821
3996 -10.55382 -7.46094
3997 -8.95172 -7.52307
3998 8.28420 -12.21048
3999 -9.69358 -22.84282
4000 -10.35924 -11.82718
4001 -4.67233 -22.03509
4002 -7.59919 -21.59532
4003 0.67547 -21.71114
4027 -5.02624 -17.98210
4066 12.24964 -19.39085
4089 -9.77902 -5.80881
4127 -4.26024 -12.56803
4146 -6.79136 -17.40160
4147 0.54957 4.16156
4148 -11.83860 -5.54562
4149 -5.01660 -18.60640
4150 -7.77422 -17.43869
4151 9.06206 -21.11694
4157 -2.46742 -21.54479
4445 1.69383 -18.82809
4448 7.51323 -19.02505
4449 12.09472 -21.48508
4450 -3.64910 -18.56736
4451 -0.27447 -21.22827
4452 5.25852 -21.37883
-99
1-56 H_25.40000_44.60488
1055 -3.28710 -8.15402
1282 10.25701 -2.96568
1305 4.38167 -2.48061
1417 2.47818 -10.94143
1520 2.71514 -5.04778
1583 1.68395 -3.88199
1600 -9.79104 2.04090
1601 -0.80835 -2.05697
1602 1.01128 -0.87133
1604 0.33843 0.94352
1605 0.98141 3.06632
1607 2.51455 -18.02098
1608 -4.57809 -17.66881
1609 -1.14543 -18.38033
1610 3.14159 -16.26896
1612 4.17530 -13.66781
1613 0.48080 -10.25110
1617 -3.08082 -7.95790
1618 -4.16469 -18.02706
1619 -0.81889 -3.87638
1620 0.36375 -11.26392
1621 8.27432 -8.02659
1623 8.56560 -18.28470
1624 -8.86922 -7.33868
1625 8.40678 -15.27212
1629 10.34364 -9.39220
1631 8.65718 -17.59170
1632 8.19362 -17.47805
1633 8.64387 -13.88240
1636 9.38292 -15.40858
1640 9.61929 -12.38002
1642 -8.58307 -12.02498
1643 0.91127 -5.10608
1646 -2.21625 -16.59826
1649 -4.37236 -12.10139
1650 -8.08202 -4.52946
1655 5.40962 -8.93400
1658 -2.79670 -10.30674
1661 -7.01611 -6.57011
1662 -1.89367 -0.21198
1663 6.50335 -14.78261
1665 5.50249 -18.23047
1668 -6.09266 -0.01632
1670 -8.98512 -3.89045
1671 8.48092 -7.46258
1673 -8.11009 -4.01475
1675 -6.86925 -2.15892
1676 -2.00928 -6.22071
1677 2.85559 -7.85510
1690 -4.24154 -7.25684
1692 7.00167 -18.02387
1696 -3.45748 -6.42790
1697 -2.75916 -14.66291
1699 -2.24199 4.12540
1700 4.61495 -11.40092
1701 9.21346 -7.77575
1703 -9.69083 -14.41379
1704 9.94803 -9.10772
1706 7.41558 1.25363
1710 0.06181 3.05172
1711 -3.79803 -16.59896
1712 -0.90879 -0.11800
1716 -4.24290 -21.47234
1719 -8.93951 -0.99273
