imageName longitude latitude altitude Omega Phi Kappa
1-51.jpg 0.00000000 0.00000000 0.00000000 1.36464756 -12.92150792 -105.79929797
1-53.jpg 0.00000000 0.00000000 0.00000000 0.13397706 -10.21014541 -106.59183671
1-67.jpg 0.00000000 0.00000000 0.00000000 -11.47715421 -6.18314842 -111.44658763
1-54.jpg 0.00000000 0.00000000 0.00000000 -1.59154200 -11.62588718 -107.11941824
1-65.jpg 0.00000000 0.00000000 0.00000000 -10.78604493 -8.40080017 -110.89720290
1-55.jpg 0.00000000 0.00000000 0.00000000 -2.45222535 -11.10558235 -107.48099575
1-56.jpg 0.00000000 0.00000000 0.00000000 -3.32918362 -9.55888424 -107.99039705
1-60.jpg 0.00000000 0.00000000 0.00000000 -6.60847240 -8.42547070 -109.26175599
1-58.jpg 0.00000000 0.00000000 0.00000000 -5.01465938 -8.97261520 -108.62534602
1-69.jpg 0.00000000 0.00000000 0.00000000 -12.70785481 -6.08427185 -111.98003282
1-59.jpg 0.00000000 0.00000000 0.00000000 -6.23795534 -8.84979883 -109.01092952
1-6.jpg 0.00000000 0.00000000 0.00000000 44.78628766 -27.78583671 -83.35014286
1-61.jpg 0.00000000 0.00000000 0.00000000 -7.56994304 -8.56110812 -109.66610425
1-63.jpg 0.00000000 0.00000000 0.00000000 -9.29798455 -7.23729889 -110.38879628
1-66.jpg 0.00000000 0.00000000 0.00000000 -10.93591244 -6.58442438 -111.14782637
1-68.jpg 0.00000000 0.00000000 0.00000000 -11.50420689 -4.26290331 -111.69338001
1-7.jpg 0.00000000 0.00000000 0.00000000 43.61510563 -27.70989733 -83.99527831
1-70.jpg 0.00000000 0.00000000 0.00000000 -12.68513452 -4.17123589 -112.16042900
1-71.jpg 0.00000000 0.00000000 0.00000000 -13.39397874 -5.09996256 -112.40473919
1-72.jpg 0.00000000 0.00000000 0.00000000 -13.81091211 -5.60104148 -112.58247995
1-73.jpg 0.00000000 0.00000000 0.00000000 -14.53836960 -5.79102288 -112.83441310
1-75.jpg 0.00000000 0.00000000 0.00000000 -16.24445502 -8.63455828 -113.21087301
1-8.jpg 0.00000000 0.00000000 0.00000000 44.33749293 -28.51737828 -83.66618888
1-9.jpg 0.00000000 0.00000000 0.00000000 43.85379988 -27.43218007 -84.01174442
